          subj           cond           chan            win           mean
  Subjects2021        POSINCc             Pz     +180..+220    -2.4800e+00 22_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -4.5414e-01 22_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -7.6829e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.4477e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -2.5023e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -8.2786e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.0775e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -2.1232e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -9.0137e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.4878e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -2.4433e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -7.2108e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -3.0992e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -2.9538e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -6.0536e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -5.1283e+00 23_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -3.7970e+00 23_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -2.4649e+00 24_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -3.2148e-01 24_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.2617e-01 24_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -3.2082e+00 24_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -9.5236e-01 24_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -8.1768e-02 24_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -3.1776e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.0852e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     3.9105e-01 24_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -5.4726e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -3.1626e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -2.2835e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -6.5655e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -5.4140e+00 24_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -4.0021e+00 24_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.6193e+00 25_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -3.8189e+00 25_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -9.4526e-01 25_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.6556e+00 25_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -3.8080e+00 25_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -9.2765e-01 25_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -4.7020e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -4.0165e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -1.1932e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -5.3229e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -4.6836e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -1.2063e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.4391e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -4.2123e+00 25_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -8.0869e-01 25_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.3239e+00 26_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.5664e+00 26_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     2.7264e-01 26_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.9380e+00 26_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.3581e+00 26_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     4.0836e-01 26_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.0990e+00 26_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -7.0904e-01 26_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     8.7658e-01 26_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -2.9959e+00 26_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -2.3165e+00 26_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -4.6340e-01 26_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -2.5113e+00 26_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -3.3822e+00 26_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -1.2891e+00 26_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.1015e+00 27_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     7.6731e-01 27_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     5.1568e-01 27_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.8037e+00 27_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     5.5753e-01 27_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     4.8986e-01 27_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.5888e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     1.3751e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     1.1936e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -7.0183e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -3.2155e-01 27_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     1.1422e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -6.2108e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -1.2479e+00 27_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370     4.7136e-01 27_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -8.4248e+00 28_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.2961e+00 28_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.7425e+00 28_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -8.8369e+00 28_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.4892e+00 28_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -2.1207e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -9.0487e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.8198e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -2.2378e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -6.2318e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -2.9385e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -7.9042e-01 28_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -3.5418e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -4.3167e+00 28_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -2.6375e-01 28_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120     7.3924e-01 29_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     1.7100e-02 29_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -2.0812e+00 29_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -2.0921e-01 29_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.0523e+00 29_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -2.4975e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -7.0638e-01 29_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -9.3035e-01 29_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -1.4120e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -2.0766e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -7.6724e-01 29_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -1.9663e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -2.8184e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -2.4410e+00 29_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -2.5279e+00 29_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120     1.2387e-01 30_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     9.8514e-01 30_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     1.7971e-01 30_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120     8.1612e-02 30_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     1.5431e+00 30_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     2.7304e-01 30_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120     5.7286e-02 30_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     1.5705e+00 30_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     2.7339e-01 30_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120     3.9213e-03 30_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     7.2934e-01 30_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -6.6697e-02 30_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -1.3953e+00 30_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -1.1508e+00 30_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -3.1333e-01 30_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -6.9695e+00 31_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     2.9005e+00 31_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     1.2306e-01 31_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -7.5961e+00 31_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     2.7489e+00 31_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     1.6591e-01 31_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -7.9543e+00 31_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     2.7721e+00 31_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     1.0263e-01 31_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -7.4117e+00 31_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     3.5002e+00 31_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -4.9772e-01 31_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.3029e+00 31_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220     1.5626e-01 31_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -2.2196e+00 31_POSINCc.avr
  Subjects2021        NEGCONc             F3     +100..+120     1.1841e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -8.2769e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     2.8328e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120     1.5344e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -5.5336e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -2.5603e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120     1.9244e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -7.2028e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -2.9236e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120     8.2815e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220     3.2743e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -1.1808e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -1.4451e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -3.4892e-01 04_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -2.0557e+00 04_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -4.4828e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -4.3423e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370    -2.4332e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -4.5208e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -4.2950e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -1.9927e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -5.2016e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -4.2309e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -2.2307e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -4.7159e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -4.9146e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -3.4930e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -4.2294e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -6.8057e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -4.4390e+00 06_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -2.0981e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -4.1658e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     1.7263e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -2.6704e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -4.3117e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     1.2098e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -3.2252e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -4.3981e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370     4.9243e-01 07_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -1.4213e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -1.7905e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370     9.6410e-01 07_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -3.4859e-01 07_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -1.2695e+00 07_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370     8.8491e-01 07_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -3.7647e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -4.3089e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370    -3.5644e-01 08_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -3.5165e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -4.6918e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     2.7631e-01 08_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -3.9699e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -5.0847e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370     5.2641e-01 08_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -7.5334e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -5.9606e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -5.5352e-01 08_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -4.8013e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -6.6622e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -1.9547e+00 08_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -8.8954e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -4.1913e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370    -6.5254e-01 09_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -9.3695e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -4.5918e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -9.9190e-01 09_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -9.6234e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -5.0558e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -9.3895e-01 09_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -9.8220e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -3.6995e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -1.3611e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -5.7933e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -1.3415e+00 09_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -2.6965e-01 09_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120     1.2400e-01 10_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -1.1199e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     1.6170e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120     1.2800e-01 10_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -1.6641e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     2.0023e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -8.6133e-03 10_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -2.3205e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370     2.4275e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120     7.9435e-01 10_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -1.7731e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370     2.4399e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -1.4072e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -5.4265e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370     2.1024e+00 10_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -2.8828e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -1.0225e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370    -4.6043e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -3.2730e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -1.0764e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -4.9351e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -3.2028e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -9.0138e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -4.8806e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -5.2539e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -6.7805e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -6.3885e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -9.9544e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220     1.7547e+00 11_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -5.7305e-01 11_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -3.2869e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220     5.0098e-01 12_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     2.3987e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -4.7135e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220     2.6664e-01 12_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     2.4652e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -5.7272e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -1.0766e-01 12_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370     2.2809e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -7.0540e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220     9.6163e-03 12_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370     2.5640e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -7.5159e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -4.9516e+00 12_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370     8.0954e-01 12_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -9.7063e-01 13_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -3.8190e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370    -1.4626e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -1.1778e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -3.9313e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -2.4048e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -1.3301e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -3.6717e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -2.7285e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -2.1745e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -2.0934e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -2.1317e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -6.1839e-01 13_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -5.7699e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -1.0446e+00 13_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -3.4949e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220     3.9815e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     4.6161e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -4.9746e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -8.8521e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370    -3.0532e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -5.3466e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -1.5873e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -6.7507e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -6.0803e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220    -2.7314e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370    -3.6808e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120    -7.2464e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220    -6.1130e+00 14_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370    -7.9284e-01 14_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -2.2432e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -5.9295e-01 16_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     4.6710e-01 16_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -2.6639e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220    -1.2720e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     3.4517e-01 16_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -3.2063e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220    -2.1435e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370    -6.4079e-03 16_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -1.3276e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220     9.0812e-01 16_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370     1.1875e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +100..+120     1.6223e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +180..+220     1.8209e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             Pz     +310..+370     1.6276e+00 16_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +100..+120    -1.1482e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +180..+220    -1.3061e-01 17_NEGCONc.avr
  Subjects2021        NEGCONc             F3     +310..+370     1.8645e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +100..+120    -1.3062e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +180..+220     2.3637e-01 17_NEGCONc.avr
  Subjects2021        NEGCONc             F1     +310..+370     2.1592e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +100..+120    -1.5350e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +180..+220     5.0134e-01 17_NEGCONc.avr
  Subjects2021        NEGCONc             Fz     +310..+370     2.3376e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +100..+120    -3.3650e+00 17_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +180..+220     1.9336e-01 17_NEGCONc.avr
  Subjects2021        NEGCONc             Cz     +310..+370     2.9021e-01 17_NEGCONc.avr
