          subj           cond           chan            win           mean
  Subjects2021        POSCONc             Fz     +100..+120    -2.9454e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Fz     +180..+220     4.3876e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Fz     +310..+370     2.2924e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Cz     +100..+120    -5.2762e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Cz     +180..+220     3.3169e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Cz     +310..+370     9.9455e-01 27_POSCONc.avr
  Subjects2021        POSCONc             Pz     +100..+120    -5.0788e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Pz     +180..+220     1.5622e+00 27_POSCONc.avr
  Subjects2021        POSCONc             Pz     +310..+370     7.2700e-01 27_POSCONc.avr
  Subjects2021        POSCONc             F3     +100..+120    -1.0198e+01 28_POSCONc.avr
  Subjects2021        POSCONc             F3     +180..+220    -9.4875e-02 28_POSCONc.avr
  Subjects2021        POSCONc             F3     +310..+370     5.0144e-01 28_POSCONc.avr
  Subjects2021        POSCONc             F1     +100..+120    -9.9743e+00 28_POSCONc.avr
  Subjects2021        POSCONc             F1     +180..+220    -4.6034e-02 28_POSCONc.avr
  Subjects2021        POSCONc             F1     +310..+370     3.2996e-01 28_POSCONc.avr
  Subjects2021        POSCONc             Fz     +100..+120    -9.7160e+00 28_POSCONc.avr
  Subjects2021        POSCONc             Fz     +180..+220     7.4983e-02 28_POSCONc.avr
  Subjects2021        POSCONc             Fz     +310..+370     1.9124e-01 28_POSCONc.avr
  Subjects2021        POSCONc             Cz     +100..+120    -1.1821e+01 28_POSCONc.avr
  Subjects2021        POSCONc             Cz     +180..+220     1.4456e-01 28_POSCONc.avr
  Subjects2021        POSCONc             Cz     +310..+370     3.9369e-01 28_POSCONc.avr
  Subjects2021        POSCONc             Pz     +100..+120    -1.0711e+01 28_POSCONc.avr
  Subjects2021        POSCONc             Pz     +180..+220    -1.7520e+00 28_POSCONc.avr
  Subjects2021        POSCONc             Pz     +310..+370     2.2651e-01 28_POSCONc.avr
  Subjects2021        POSCONc             F3     +100..+120     3.8983e+00 29_POSCONc.avr
  Subjects2021        POSCONc             F3     +180..+220     9.7346e-01 29_POSCONc.avr
  Subjects2021        POSCONc             F3     +310..+370    -1.2413e+00 29_POSCONc.avr
  Subjects2021        POSCONc             F1     +100..+120     3.7535e+00 29_POSCONc.avr
  Subjects2021        POSCONc             F1     +180..+220     6.2891e-01 29_POSCONc.avr
  Subjects2021        POSCONc             F1     +310..+370    -1.3795e+00 29_POSCONc.avr
  Subjects2021        POSCONc             Fz     +100..+120     3.3319e+00 29_POSCONc.avr
  Subjects2021        POSCONc             Fz     +180..+220     9.4420e-01 29_POSCONc.avr
  Subjects2021        POSCONc             Fz     +310..+370    -1.4317e+00 29_POSCONc.avr
  Subjects2021        POSCONc             Cz     +100..+120    -1.7957e-01 29_POSCONc.avr
  Subjects2021        POSCONc             Cz     +180..+220     5.8735e-01 29_POSCONc.avr
  Subjects2021        POSCONc             Cz     +310..+370     9.9777e-02 29_POSCONc.avr
  Subjects2021        POSCONc             Pz     +100..+120    -4.4801e+00 29_POSCONc.avr
  Subjects2021        POSCONc             Pz     +180..+220    -2.0762e+00 29_POSCONc.avr
  Subjects2021        POSCONc             Pz     +310..+370    -5.6849e-01 29_POSCONc.avr
  Subjects2021        POSCONc             F3     +100..+120    -1.9188e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F3     +180..+220     4.9547e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F3     +310..+370     5.9237e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F1     +100..+120    -2.9989e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F1     +180..+220     7.4669e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F1     +310..+370     7.6504e-01 30_POSCONc.avr
  Subjects2021        POSCONc             Fz     +100..+120    -3.1374e-01 30_POSCONc.avr
  Subjects2021        POSCONc             Fz     +180..+220     7.4364e-01 30_POSCONc.avr
  Subjects2021        POSCONc             Fz     +310..+370     7.8118e-01 30_POSCONc.avr
  Subjects2021        POSCONc             Cz     +100..+120    -4.3368e-01 30_POSCONc.avr
  Subjects2021        POSCONc             Cz     +180..+220    -4.4735e-02 30_POSCONc.avr
  Subjects2021        POSCONc             Cz     +310..+370    -7.6223e-02 30_POSCONc.avr
  Subjects2021        POSCONc             Pz     +100..+120    -1.7828e+00 30_POSCONc.avr
  Subjects2021        POSCONc             Pz     +180..+220    -1.7619e+00 30_POSCONc.avr
  Subjects2021        POSCONc             Pz     +310..+370    -7.8922e-01 30_POSCONc.avr
  Subjects2021        POSCONc             F3     +100..+120    -6.1255e+00 31_POSCONc.avr
  Subjects2021        POSCONc             F3     +180..+220     4.0258e+00 31_POSCONc.avr
  Subjects2021        POSCONc             F3     +310..+370    -6.6745e-01 31_POSCONc.avr
  Subjects2021        POSCONc             F1     +100..+120    -6.5275e+00 31_POSCONc.avr
  Subjects2021        POSCONc             F1     +180..+220     3.7537e+00 31_POSCONc.avr
  Subjects2021        POSCONc             F1     +310..+370    -5.7834e-01 31_POSCONc.avr
  Subjects2021        POSCONc             Fz     +100..+120    -6.5388e+00 31_POSCONc.avr
  Subjects2021        POSCONc             Fz     +180..+220     3.7251e+00 31_POSCONc.avr
  Subjects2021        POSCONc             Fz     +310..+370    -8.7846e-01 31_POSCONc.avr
  Subjects2021        POSCONc             Cz     +100..+120    -3.7188e+00 31_POSCONc.avr
  Subjects2021        POSCONc             Cz     +180..+220     5.6978e+00 31_POSCONc.avr
  Subjects2021        POSCONc             Cz     +310..+370    -1.5138e-01 31_POSCONc.avr
  Subjects2021        POSCONc             Pz     +100..+120    -7.9568e-01 31_POSCONc.avr
  Subjects2021        POSCONc             Pz     +180..+220     3.5331e+00 31_POSCONc.avr
  Subjects2021        POSCONc             Pz     +310..+370    -1.0089e+00 31_POSCONc.avr
  Subjects2021        POSINCc             F3     +100..+120     2.6246e+00 04_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     4.6431e-01 04_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     6.6682e-01 04_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120     3.2092e+00 04_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     1.8486e-01 04_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     2.4554e-01 04_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120     3.4803e+00 04_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -7.9280e-03 04_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     3.8170e-01 04_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120     1.9284e+00 04_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     1.5813e+00 04_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     7.7805e-01 04_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -2.7032e+00 04_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -1.4772e+00 04_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -2.9370e-01 04_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -5.1926e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     1.8490e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     1.9058e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.7805e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     2.5429e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     2.4143e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.5132e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     3.0143e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     2.3166e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -6.3381e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     2.3492e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     2.4428e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -6.0789e+00 06_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -3.6655e-02 06_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370     2.7328e+00 06_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -6.3891e+00 07_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -4.0493e-01 07_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -3.2642e+00 07_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -6.6216e+00 07_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -7.8389e-01 07_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -3.3034e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -6.5655e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.2948e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -2.9171e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -4.5779e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -1.2742e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -2.7790e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -3.7759e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -1.9455e+00 07_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -3.5023e+00 07_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.2289e+00 08_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.1048e+00 08_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     2.3323e+00 08_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.8888e+00 08_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.2315e+00 08_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     2.2330e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.1763e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.3632e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     2.6114e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -6.7325e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -6.7518e-01 08_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     2.0656e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -7.4037e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -2.9663e+00 08_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370     9.0633e-01 08_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -8.3265e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -3.1332e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.2778e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -9.1016e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -3.5390e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -1.1534e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -9.4315e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -3.9284e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -1.0539e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -1.0768e+01 09_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -4.1997e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -2.4391e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -7.7436e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -2.9172e+00 09_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -2.8707e+00 09_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -2.6869e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.8664e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.4489e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -2.5912e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.9373e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -1.2267e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -2.5753e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.9939e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -8.9946e-01 10_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -5.0931e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -2.9372e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -3.6966e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -7.8040e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -7.4008e+00 10_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -4.4263e+00 10_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -1.8864e+00 11_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -9.2746e-01 11_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.7823e+00 11_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -2.8444e+00 11_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.8226e+00 11_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -2.4765e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -2.7469e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.5915e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -2.6379e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -2.4261e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -1.1942e+00 11_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -9.1385e-01 11_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -6.4882e-01 11_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -4.1147e-01 11_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370     7.6886e-01 11_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -2.2290e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     2.6026e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     3.0610e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -3.2716e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     3.2290e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     4.2140e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -3.4813e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     3.2562e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     4.6313e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -2.8434e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     2.4303e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     2.7344e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.6696e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -4.4165e+00 12_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -1.7167e+00 12_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120     1.6873e+00 13_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.3616e+00 13_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     8.5667e-01 13_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120     2.6811e+00 13_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.6317e+00 13_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     1.1138e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120     2.8551e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -1.7557e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     1.4441e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120     4.1790e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     3.9434e-01 13_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     2.5793e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120     3.0325e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -1.9869e+00 13_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -3.2274e-01 13_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -3.9087e+00 14_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     1.8639e+00 14_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     7.3389e-01 14_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.6789e+00 14_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     2.1264e+00 14_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370     8.2447e-01 14_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.0286e+00 14_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     1.6504e+00 14_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370     7.6768e-01 14_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -5.8828e+00 14_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     2.5594e+00 14_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370     9.0649e-01 14_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.6703e+00 14_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220     9.1517e-01 14_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -1.0486e-01 14_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -7.1887e+00 16_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -6.4062e-01 16_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -3.5037e+00 16_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -7.9815e+00 16_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -6.3747e-01 16_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -3.9089e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -8.3363e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -6.6342e-01 16_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -4.0720e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -7.0714e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     3.4331e-01 16_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -4.6017e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.8212e+00 16_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -3.0114e-01 16_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -5.1864e+00 16_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -2.2308e+00 17_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     2.8736e+00 17_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370     3.0062e-01 17_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -2.4232e+00 17_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     2.9410e+00 17_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -7.8947e-02 17_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -2.5568e+00 17_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     2.8485e+00 17_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -4.9363e-02 17_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -1.4982e+00 17_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220     2.8741e+00 17_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -1.2283e-01 17_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120     1.4670e-01 17_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220     1.0170e+00 17_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -1.2626e-01 17_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.7136e+00 18_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.0526e+00 18_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -3.8090e+00 18_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.4646e+00 18_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -3.1698e-01 18_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -3.1035e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.1452e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     5.9815e-02 18_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -3.3692e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -1.0712e+01 18_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -1.4066e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -5.1198e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -1.1566e+01 18_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -3.7493e+00 18_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -6.0878e+00 18_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -7.3881e+00 19_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -4.0597e+00 19_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.5804e+00 19_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -6.7746e+00 19_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -3.5580e+00 19_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -1.5263e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -5.1613e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -2.3276e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -1.6339e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -4.5369e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -3.3759e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -9.8650e-01 19_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -4.9327e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -5.8494e+00 19_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -6.0354e-01 19_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -4.1583e+00 20_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -1.2364e+00 20_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -8.6135e-01 20_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -4.2219e+00 20_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -1.1920e+00 20_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -8.5865e-01 20_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -4.4168e+00 20_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -3.0802e-01 20_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -3.8455e-01 20_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -3.5971e+00 20_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -2.3782e+00 20_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -6.8399e-01 20_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -7.1762e-01 20_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -2.9167e+00 20_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370     8.9446e-01 20_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -7.4189e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220    -2.7053e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -3.0546e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -8.1305e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220    -2.4070e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -3.5297e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -9.0408e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220    -2.1807e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -4.0568e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -8.8823e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -6.8028e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -5.5852e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -7.0683e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Pz     +180..+220    -8.6956e+00 21_POSINCc.avr
  Subjects2021        POSINCc             Pz     +310..+370    -4.3130e+00 21_POSINCc.avr
  Subjects2021        POSINCc             F3     +100..+120    -1.9477e+00 22_POSINCc.avr
  Subjects2021        POSINCc             F3     +180..+220     1.0110e+00 22_POSINCc.avr
  Subjects2021        POSINCc             F3     +310..+370    -1.1057e+00 22_POSINCc.avr
  Subjects2021        POSINCc             F1     +100..+120    -1.6772e+00 22_POSINCc.avr
  Subjects2021        POSINCc             F1     +180..+220     1.1324e+00 22_POSINCc.avr
  Subjects2021        POSINCc             F1     +310..+370    -9.5066e-01 22_POSINCc.avr
  Subjects2021        POSINCc             Fz     +100..+120    -1.7513e+00 22_POSINCc.avr
  Subjects2021        POSINCc             Fz     +180..+220     9.3294e-01 22_POSINCc.avr
  Subjects2021        POSINCc             Fz     +310..+370    -8.0744e-01 22_POSINCc.avr
  Subjects2021        POSINCc             Cz     +100..+120    -1.6981e+00 22_POSINCc.avr
  Subjects2021        POSINCc             Cz     +180..+220    -3.7870e-02 22_POSINCc.avr
  Subjects2021        POSINCc             Cz     +310..+370    -7.1652e-01 22_POSINCc.avr
  Subjects2021        POSINCc             Pz     +100..+120    -1.6190e+00 22_POSINCc.avr
