          subj           cond           chan            win           mean
  subject_avgs      CLOSECONc             Pz     +310..+370    -1.5018e+00 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +100..+120     1.8952e+00 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +180..+220    -2.4770e-01 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +310..+370     6.1407e-01 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +100..+120     1.6422e+00 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +180..+220    -2.9142e-02 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +310..+370     1.7233e-01 29_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +100..+120    -1.4580e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +180..+220     7.6450e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +310..+370    -4.2388e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +100..+120    -1.4586e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +180..+220    -1.8633e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +310..+370    -2.9446e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +100..+120    -1.2504e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +180..+220     9.2879e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +310..+370    -6.4446e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +100..+120    -1.1204e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +180..+220    -1.0706e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +310..+370     4.8844e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +100..+120    -5.1689e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +180..+220    -8.7620e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +310..+370    -6.0935e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +100..+120     1.0389e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +180..+220    -1.1581e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +310..+370    -1.8948e-02 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +100..+120     2.5704e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +180..+220     9.7765e-01 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +310..+370     1.1012e+00 30_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +100..+120    -6.3745e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +180..+220     2.6782e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Fz     +310..+370     2.0568e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +100..+120    -1.3287e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +180..+220     2.0256e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T7     +310..+370     8.9936e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +100..+120    -5.6420e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +180..+220     4.5436e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Cz     +310..+370     1.3018e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +100..+120    -3.9395e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +180..+220     1.2722e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             T8     +310..+370     2.4780e-03 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +100..+120    -2.4962e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +180..+220     2.5535e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             Pz     +310..+370     4.3665e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +100..+120     1.0718e+00 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +180..+220     1.7557e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M1     +310..+370     1.0692e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +100..+120    -2.0904e-01 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +180..+220    -5.8396e-02 31_CLOSECONc.avr
  subject_avgs      CLOSECONc             M2     +310..+370     2.4634e-01 31_CLOSECONc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120     1.4796e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -9.4075e-02 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -2.6742e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -1.5665e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     1.0209e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     4.4496e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120     1.5170e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220     2.6175e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370     2.7251e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -1.5920e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220     1.3704e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370     1.0890e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -9.9897e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -1.2747e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -1.6051e+00 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120    -1.0220e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -1.0614e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370    -6.9971e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     4.9511e-02 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     2.9534e-01 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -7.7399e-02 04_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -5.5865e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -3.3392e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -5.4937e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -4.2495e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -3.7443e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -1.0802e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -6.1568e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -3.5537e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -8.4541e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -4.5746e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -3.6211e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -1.1265e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -5.1707e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -4.1066e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -7.9815e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120    -4.6514e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -1.1171e+00 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370    -3.0964e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     1.0610e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220    -2.0648e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -2.7283e-01 06_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -7.5906e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -2.7039e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -2.8119e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -1.4119e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -9.2469e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -1.8697e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -4.1463e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -2.1047e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -2.2305e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -2.3812e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -2.3345e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -6.1411e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -2.1486e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -3.0574e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -1.7811e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     2.2399e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -2.9807e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     8.3685e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     1.8519e+00 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     9.6861e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370     4.2807e-01 07_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -5.9542e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -5.4624e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370     9.3565e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -2.3262e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -2.1568e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     9.5852e-02 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -6.7740e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -4.1653e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370     2.0956e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -3.0820e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -3.5206e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -8.6764e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -7.1984e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -5.5789e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -5.0375e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120    -4.8955e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -3.6623e-01 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     7.7676e-02 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120    -1.8427e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220    -2.5711e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -1.1264e+00 08_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -9.4035e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -4.8386e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -1.8996e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -1.5729e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     2.6182e-02 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -7.2383e-01 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -9.0619e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -4.2499e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -1.5042e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -6.7975e-02 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -3.0448e-01 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370     2.0597e-01 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -5.1663e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -2.8716e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -1.5808e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     3.1143e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220     2.8424e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     1.0166e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     4.0098e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     1.8550e+00 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370     8.6977e-01 09_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120     8.4613e-03 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -1.2748e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370     2.6495e-01 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -1.4067e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -2.7885e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     3.3290e-02 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -3.1936e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -2.9453e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -1.7741e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -3.0228e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -1.6536e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370     2.8254e-01 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -8.0622e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -9.8371e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -3.9255e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     5.4611e-01 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -2.3034e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370    -5.0767e-01 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120    -1.1681e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220    -1.1036e+00 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -7.7510e-01 10_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -2.5549e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -1.9637e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -9.2369e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120     7.6059e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     2.3831e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     2.0876e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -2.7946e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220     3.9497e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370     4.6395e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -2.4313e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220     2.4911e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370     1.8596e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -3.1309e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220     8.3372e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370     8.7109e-01 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     2.3046e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220     2.9886e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     2.7926e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     2.4898e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     3.8888e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370     2.4351e+00 11_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -6.3470e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220     1.7270e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370     2.7435e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120     1.0095e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -5.9305e-01 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -1.0420e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -6.3139e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220     2.8368e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370     1.7951e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -1.1890e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -2.1065e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -9.2397e-01 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -4.7485e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -2.0606e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -2.1558e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     1.2894e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -8.5224e-01 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370    -1.9586e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     3.0029e-01 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220    -2.4111e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -1.4814e+00 12_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120     1.9201e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -3.8371e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370     6.6249e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120     2.8109e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     6.0977e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     3.6554e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120     3.7709e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -1.3583e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370     1.1253e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -1.5182e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220     2.0487e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -1.3300e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120     3.4358e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -1.0704e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -7.7980e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     1.3158e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -1.4566e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     1.0614e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     5.7045e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     2.2919e-01 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370    -1.0989e+00 13_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -5.6321e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -2.6409e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -6.3619e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120     1.7388e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     1.0390e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370     6.9605e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -6.3353e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -4.8677e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -1.0187e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -2.5953e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -1.7669e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -3.1874e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -5.9564e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -2.4567e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -2.0003e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     2.1703e+00 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220    -5.6939e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     4.3688e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     2.4188e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220    -8.1058e-01 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370     8.3143e-02 14_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -1.1086e+01 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220    -3.0798e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370    -5.4323e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -2.7926e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220     1.2165e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -1.3711e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -9.3212e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +180..+220    -1.3307e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +310..+370    -4.8591e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +100..+120    -5.0745e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +180..+220    -1.8219e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T8     +310..+370    -3.1703e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +100..+120    -4.9642e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +180..+220    -1.0384e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Pz     +310..+370    -3.4176e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +100..+120     2.6480e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +180..+220     1.2073e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M1     +310..+370     1.6917e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +100..+120     1.8642e+00 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +180..+220     4.7748e-01 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             M2     +310..+370     7.2124e-01 16_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +100..+120    -3.4374e+00 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +180..+220     8.6754e-01 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Fz     +310..+370     1.4914e+00 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +100..+120    -1.6612e+00 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +180..+220    -1.6487e+00 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             T7     +310..+370    -5.8745e-01 17_CLOSEINCc.avr
  subject_avgs      CLOSEINCc             Cz     +100..+120    -4.2762e+00 17_CLOSEINCc.avr
