          subj           cond           chan            win           mean
  Subjects2021         TWtwoc             Fz     +180..+220    -1.8628e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -3.0049e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -4.7031e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     9.9623e-01  16_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.9754e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120     1.2001e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220     2.7518e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.2467e+00  16_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -4.2870e+00  17_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -3.4132e-01  17_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     1.3268e+00  17_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -5.2870e+00  17_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -5.1147e-01  17_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     4.6908e-01  17_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -3.2585e+00  17_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.4384e+00  17_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370     6.9150e-01  17_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -8.3436e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -4.0379e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -4.8388e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -7.2799e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -5.3767e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -3.4715e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.1445e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -5.7369e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.3279e+00  18_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -8.8892e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -7.4803e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -9.6927e-01  19_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -6.6813e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -4.5595e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     7.7637e-03  19_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -3.6483e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -4.3816e+00  19_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370     3.3897e-01  19_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -3.6116e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -2.1728e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -1.4540e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -8.1762e-01  20_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -3.1701e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -2.4540e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120     2.0786e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -1.7962e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.2950e+00  20_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.0883e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -4.7526e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -2.8994e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -5.4846e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -7.6757e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -3.1854e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -4.8460e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -9.6965e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -3.3131e+00  21_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -1.5702e+00  22_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -9.5976e-01  22_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     2.9630e-01  22_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -1.8858e+00  22_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -8.9771e-01  22_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -6.7493e-01  22_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.0739e+00  22_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.8921e+00  22_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.8137e+00  22_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.9389e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -1.6175e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -2.0632e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -6.1309e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -9.4845e-01  23_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -2.8085e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.9609e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -1.1905e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.3582e+00  23_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -2.8235e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -4.2727e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -9.2879e-01  24_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -2.5206e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -4.6568e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -2.1151e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -3.7376e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -5.9795e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -4.3461e+00  24_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.9670e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -2.7899e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -2.0023e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -4.1373e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -2.8559e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.2018e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.1220e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.5338e+00  25_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -6.4668e-01  25_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.9356e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -4.3483e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     1.1291e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -7.2540e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -6.0121e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.3574e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -6.6770e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -7.0621e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.3447e+00  26_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -1.9091e+00  27_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -1.6083e+00  27_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -2.7086e-02  27_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -1.2576e+00  27_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -7.1449e-01  27_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -4.1922e-01  27_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -6.8118e-01  27_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -5.1068e-01  27_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370     9.3188e-02  27_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -9.9938e+00  28_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220     7.4179e-01  28_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     6.6090e-03  28_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -1.0567e+01  28_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     1.2712e+00  28_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -8.2518e-01  28_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -8.5098e+00  28_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -1.1484e-01  28_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.5214e+00  28_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120     1.3275e+00  29_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -7.8041e-01  29_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     1.8581e-02  29_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120     2.7584e-01  29_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -2.7352e-01  29_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.5279e+00  29_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.4039e-01  29_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.2759e+00  29_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.4108e+00  29_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -1.9889e+00  30_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -9.1050e-01  30_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -1.3380e+00  30_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -6.2770e-01  30_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     2.5094e-01  30_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.6897e+00  30_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -5.2625e-01  30_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -6.8028e-01  30_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.3997e+00  30_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -8.3409e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220     8.6244e-01  31_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -1.2729e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -8.6898e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     2.3849e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -5.9861e-01  31_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -5.2656e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220     1.1000e+00  31_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -6.3340e-01  31_TWtwoc.avr
  Subjects2021       TWthreec             Fz     +100..+120     2.2333e+00 04_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     4.7668e-01 04_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -3.1336e-01 04_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120     2.4069e+00 04_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     2.3494e+00 04_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370     3.4114e-02 04_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -1.9090e+00 04_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -9.7306e-01 04_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -8.0984e-01 04_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -7.5940e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -2.0895e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -1.1874e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -8.2912e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -2.9690e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -2.1510e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -7.6821e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -4.1902e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -1.8344e+00 06_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -4.5345e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     3.0904e-01 07_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -1.6879e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -3.2997e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -1.4211e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -2.2195e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -2.2171e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -3.7698e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -2.8110e+00 07_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -5.4938e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.6876e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370     2.1251e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -6.0146e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -1.0938e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370     1.9458e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -6.3270e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -3.6924e+00 08_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370     1.2056e-01 08_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -8.8805e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -3.0168e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -2.1957e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -9.7752e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -2.6796e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -2.3694e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -6.0958e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -9.8534e-01 09_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -2.1631e+00 09_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120     1.2710e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     3.3783e-01 10_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -2.3262e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -2.3130e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -6.4746e-01 10_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -3.9529e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -6.5283e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -6.0141e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -4.3452e+00 10_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -4.5387e+00 11_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.3690e+00 11_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -3.6842e+00 11_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -3.6344e+00 11_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -8.3867e-01 11_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -1.4821e+00 11_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -7.0594e-01 11_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -4.1400e-01 11_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370     4.6243e-01 11_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -3.2393e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     2.6996e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370     3.5128e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -2.9871e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     3.4961e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370     3.1154e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -3.9653e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -4.1818e+00 12_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370     2.4222e-01 12_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -2.1156e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     7.6086e-01 13_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370     1.0432e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -1.8419e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     1.2794e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370     1.4782e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -2.3535e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -1.0297e+00 13_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370     6.4530e-01 13_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -4.8132e+00 14_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     7.0692e-01 14_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370     6.0637e-01 14_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -6.3352e+00 14_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     6.7284e-02 14_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -5.4644e-01 14_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -4.6657e+00 14_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -1.9660e+00 14_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -1.4302e+00 14_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -1.0053e+01 16_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.9680e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -3.9618e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -6.9980e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     3.0075e-01 16_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -3.2331e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -2.1664e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220     4.8091e-01 16_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -2.5780e+00 16_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -3.9432e+00 17_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     1.0238e+00 17_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -7.0846e-02 17_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -3.7958e+00 17_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220     9.6811e-01 17_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -1.1876e+00 17_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -5.1222e-01 17_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -3.0715e-01 17_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -5.9637e-02 17_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -5.3286e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.4532e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -4.9813e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -7.0802e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -4.0847e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -3.2999e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -6.9307e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -7.1958e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -2.2060e+00 18_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -5.6848e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -3.0164e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -1.7178e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -4.5030e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -3.6121e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -1.4671e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -4.7118e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -5.1500e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -1.6913e+00 19_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -2.7365e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.8559e-01 20_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -4.3929e-01 20_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -3.6536e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -1.8124e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -1.7967e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -1.0917e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -2.1846e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -1.4410e+00 20_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -8.7648e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -3.0174e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -1.8496e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -6.5549e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -7.4541e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -2.1231e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -5.3997e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -8.8542e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -1.9421e+00 21_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -1.1787e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     2.7570e-01 22_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -3.5993e-01 22_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -2.2019e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -2.3742e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -1.7818e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -2.4751e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -5.4470e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -2.9372e+00 22_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -1.0889e+01 23_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220     1.6129e-01 23_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370    -1.7280e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -8.5944e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -1.6495e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -3.6632e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -6.9437e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Pz     +180..+220    -3.7623e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Pz     +310..+370    -4.5333e+00 23_TWthreec.avr
  Subjects2021       TWthreec             Fz     +100..+120    -3.9506e+00 24_TWthreec.avr
  Subjects2021       TWthreec             Fz     +180..+220    -1.8840e-01 24_TWthreec.avr
  Subjects2021       TWthreec             Fz     +310..+370     1.1601e+00 24_TWthreec.avr
  Subjects2021       TWthreec             Cz     +100..+120    -5.4764e+00 24_TWthreec.avr
  Subjects2021       TWthreec             Cz     +180..+220    -2.8625e+00 24_TWthreec.avr
  Subjects2021       TWthreec             Cz     +310..+370    -9.4097e-01 24_TWthreec.avr
  Subjects2021       TWthreec             Pz     +100..+120    -5.8785e+00 24_TWthreec.avr
