          subj           cond           chan            win           mean
  Subjects2021         TWonec             Cz     +310..+370    -8.7813e-02  22_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120     9.4953e-02  22_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -1.0469e+00  22_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -2.1015e-01  22_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -9.7453e+00  23_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -2.3352e+00  23_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -2.5533e+00  23_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -8.2661e+00  23_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220     1.7085e+00  23_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -3.7229e+00  23_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -5.1285e+00  23_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220     1.2641e+00  23_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -2.7939e+00  23_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -4.1678e+00  24_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -5.9278e+00  24_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -2.7759e+00  24_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -4.3726e+00  24_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220    -6.2846e+00  24_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -4.4019e+00  24_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -5.8376e+00  24_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -8.9231e+00  24_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -6.7543e+00  24_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -9.7787e+00  25_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -4.5314e+00  25_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -1.2563e+00  25_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -7.3759e+00  25_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220    -4.9074e+00  25_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -1.2643e+00  25_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -5.4443e+00  25_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -5.3529e+00  25_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -1.1756e+00  25_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -4.7798e+00  26_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -2.7871e+00  26_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370     5.8255e-01  26_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -5.8353e+00  26_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220    -5.0596e+00  26_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -9.9068e-01  26_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -5.6177e+00  26_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -5.1967e+00  26_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -8.3618e-01  26_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -3.3733e+00  27_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -1.5415e-01  27_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -5.3663e-01  27_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -2.4185e+00  27_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220     1.0646e-01  27_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -4.7057e-01  27_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -2.8738e+00  27_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -1.6963e+00  27_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -2.8795e-01  27_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -1.0730e+01  28_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -1.6182e+00  28_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370     1.4838e-01  28_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -1.0102e+01  28_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220    -1.0691e+00  28_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370     2.6606e-01  28_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -7.0709e+00  28_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -4.3236e+00  28_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -1.1841e-01  28_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -3.7182e-01  29_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -3.2714e+00  29_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -4.6040e-01  29_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -2.1888e+00  29_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220    -3.5855e+00  29_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -3.4746e+00  29_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -3.4022e+00  29_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220    -6.3190e+00  29_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -3.7236e+00  29_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -2.2735e+00  30_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -2.1083e+00  30_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370     6.9370e-01  30_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -3.3836e-01  30_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220     6.3333e-01  30_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370     1.2670e+00  30_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120     2.0257e+00  30_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220     2.0763e-01  30_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370     1.1548e+00  30_TWonec.avr
  Subjects2021         TWonec             Fz     +100..+120    -8.7059e+00  31_TWonec.avr
  Subjects2021         TWonec             Fz     +180..+220    -8.8327e-01  31_TWonec.avr
  Subjects2021         TWonec             Fz     +310..+370    -4.6589e-01  31_TWonec.avr
  Subjects2021         TWonec             Cz     +100..+120    -9.7483e+00  31_TWonec.avr
  Subjects2021         TWonec             Cz     +180..+220     1.4907e+00  31_TWonec.avr
  Subjects2021         TWonec             Cz     +310..+370    -5.6256e-01  31_TWonec.avr
  Subjects2021         TWonec             Pz     +100..+120    -6.2855e+00  31_TWonec.avr
  Subjects2021         TWonec             Pz     +180..+220     7.6687e-01  31_TWonec.avr
  Subjects2021         TWonec             Pz     +310..+370    -1.8230e+00  31_TWonec.avr
  Subjects2021         TWtwoc             Fz     +100..+120     1.1458e+00  04_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220     2.9126e-01  04_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     4.9940e-02  04_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120     1.9400e+00  04_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     3.1816e+00  04_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -3.4673e-02  04_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -2.6072e-01  04_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -1.5322e+00  04_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.2869e+00  04_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -3.9481e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -1.6100e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -1.1406e-01  06_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -3.9381e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -2.1923e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -8.5584e-01  06_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -3.2793e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -3.6170e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.9972e+00  06_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -3.9690e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -3.5472e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -8.9170e-01  07_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -1.2854e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -3.1339e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     1.3906e-01  07_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -1.4166e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -5.1153e+00  07_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -4.7477e-01  07_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -4.4449e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -5.4232e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     1.4462e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -8.3943e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -6.4354e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     1.5739e-01  08_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -6.7671e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -7.4059e+00  08_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -3.1753e-01  08_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -1.0104e+01  09_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -4.5791e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -2.3080e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -1.0305e+01  09_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -3.7324e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -2.2318e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -5.6986e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.6273e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.4637e+00  09_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120     9.9340e-01  10_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220     1.0427e-01  10_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     4.5070e+00  10_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -9.2606e-01  10_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -1.5193e+00  10_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     2.8627e+00  10_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -5.6374e+00  10_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -9.2735e+00  10_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -6.7788e-01  10_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -4.2639e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -1.5920e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -1.5192e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -5.3185e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -1.5652e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.6586e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -1.5940e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.3432e-01  11_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.0127e+00  11_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.6946e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220     1.6817e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370     3.6455e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -7.0367e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220     1.6911e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370     2.8691e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -5.7026e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -3.4407e+00  12_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -4.0239e-01  12_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120     2.0797e-01  13_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -2.7683e+00  13_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -4.8739e-01  13_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -5.4099e-01  13_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -6.4588e-01  13_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.4858e+00  13_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -7.6231e-01  13_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.5405e+00  13_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -1.7944e+00  13_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -5.0583e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +180..+220    -2.2166e-02  14_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +310..+370    -5.9710e-01  14_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +100..+120    -5.2945e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +180..+220    -5.2462e-01  14_TWtwoc.avr
  Subjects2021         TWtwoc             Cz     +310..+370    -1.0274e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +100..+120    -6.1656e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +180..+220    -2.9059e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Pz     +310..+370    -2.9205e+00  14_TWtwoc.avr
  Subjects2021         TWtwoc             Fz     +100..+120    -6.6233e+00  16_TWtwoc.avr
