          subj           cond           chan            win           mean
  Subjects2021            NOc             Pz     +180..+220    -4.1339e+00     18_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -2.1355e+00     18_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -7.6745e+00     19_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -7.6654e+00     19_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -1.3287e-01     19_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -4.8779e+00     19_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -4.4551e+00     19_NOc.avr
  Subjects2021            NOc             Cz     +310..+370     7.8200e-01     19_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -1.5931e+00     19_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -5.8086e+00     19_NOc.avr
  Subjects2021            NOc             Pz     +310..+370     9.1342e-01     19_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -3.1692e+00     20_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -4.6518e+00     20_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -2.7904e+00     20_NOc.avr
  Subjects2021            NOc             Cz     +100..+120     3.1680e+00     20_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -2.9759e+00     20_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -7.8310e-01     20_NOc.avr
  Subjects2021            NOc             Pz     +100..+120     5.7768e+00     20_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -5.3548e-01     20_NOc.avr
  Subjects2021            NOc             Pz     +310..+370     1.0164e+00     20_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -7.3064e+00     21_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -3.6826e+00     21_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -2.9844e+00     21_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -7.0833e+00     21_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -8.4481e+00     21_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -3.3767e+00     21_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -6.1290e+00     21_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -1.0546e+01     21_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -2.6209e+00     21_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -1.8336e+00     22_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -4.6627e-01     22_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -1.4374e-01     22_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -1.9876e+00     22_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -7.8508e-01     22_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -6.6248e-01     22_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -1.1974e+00     22_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -2.1270e+00     22_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -8.6464e-01     22_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -9.8532e+00     23_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -7.1613e-01     23_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -2.4250e+00     23_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -8.6767e+00     23_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -1.5048e-01     23_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -3.4184e+00     23_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -6.3119e+00     23_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -1.8362e+00     23_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -3.2317e+00     23_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -3.2673e+00     24_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -2.8357e+00     24_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -5.1040e-01     24_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -3.1331e+00     24_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -4.3688e+00     24_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -2.2315e+00     24_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -4.2942e+00     24_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -7.7927e+00     24_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -4.7819e+00     24_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -6.0692e+00     25_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -2.9753e+00     25_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -6.8671e-01     25_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -4.8872e+00     25_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -4.1957e+00     25_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -7.6250e-01     25_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -4.0563e+00     25_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -4.5523e+00     25_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -6.4652e-01     25_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -6.0163e+00     26_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -5.2434e+00     26_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -1.8044e+00     26_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -6.9156e+00     26_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -7.7548e+00     26_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -2.3196e+00     26_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -5.7604e+00     26_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -7.9923e+00     26_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -2.3740e+00     26_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -2.6272e+00     27_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -1.5451e+00     27_NOc.avr
  Subjects2021            NOc             Fz     +310..+370     2.4423e-01     27_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -2.9613e+00     27_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -1.4826e+00     27_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -3.7819e-02     27_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -2.2801e+00     27_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -1.1772e+00     27_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -3.2507e-01     27_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -9.2098e+00     28_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -1.5618e+00     28_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -6.1303e-01     28_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -9.9737e+00     28_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -1.2684e+00     28_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -1.2073e+00     28_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -8.0664e+00     28_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -3.3749e+00     28_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -2.4407e+00     28_NOc.avr
  Subjects2021            NOc             Fz     +100..+120     1.3004e+00     29_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -2.1717e+00     29_NOc.avr
  Subjects2021            NOc             Fz     +310..+370     3.6738e-01     29_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -1.3300e+00     29_NOc.avr
  Subjects2021            NOc             Cz     +180..+220    -1.6650e+00     29_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -2.1966e+00     29_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -1.6635e+00     29_NOc.avr
  Subjects2021            NOc             Pz     +180..+220    -4.3400e+00     29_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -3.5766e+00     29_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -5.8839e-01     30_NOc.avr
  Subjects2021            NOc             Fz     +180..+220    -9.6442e-02     30_NOc.avr
  Subjects2021            NOc             Fz     +310..+370    -4.3122e-02     30_NOc.avr
  Subjects2021            NOc             Cz     +100..+120     3.7534e-01     30_NOc.avr
  Subjects2021            NOc             Cz     +180..+220     1.4916e+00     30_NOc.avr
  Subjects2021            NOc             Cz     +310..+370    -1.2353e-01     30_NOc.avr
  Subjects2021            NOc             Pz     +100..+120     4.4875e-01     30_NOc.avr
  Subjects2021            NOc             Pz     +180..+220     3.2054e-01     30_NOc.avr
  Subjects2021            NOc             Pz     +310..+370    -3.2009e-01     30_NOc.avr
  Subjects2021            NOc             Fz     +100..+120    -6.3171e+00     31_NOc.avr
  Subjects2021            NOc             Fz     +180..+220     1.2036e+00     31_NOc.avr
  Subjects2021            NOc             Fz     +310..+370     5.6946e-01     31_NOc.avr
  Subjects2021            NOc             Cz     +100..+120    -5.4378e+00     31_NOc.avr
  Subjects2021            NOc             Cz     +180..+220     4.7349e+00     31_NOc.avr
  Subjects2021            NOc             Cz     +310..+370     1.3360e+00     31_NOc.avr
  Subjects2021            NOc             Pz     +100..+120    -2.3841e+00     31_NOc.avr
  Subjects2021            NOc             Pz     +180..+220     4.7125e+00     31_NOc.avr
  Subjects2021            NOc             Pz     +310..+370     9.9244e-04     31_NOc.avr
