          subj           cond           chan            win           mean
  Subjects2021        TWfourc             Cz     +310..+370     3.2522e+00 06_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -4.9324e+00 06_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.3121e-01 06_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     2.8459e+00 06_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -5.3273e+00 06_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220     3.7947e-01 06_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370     2.4753e+00 06_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120    -1.2092e+00 06_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.3421e+00 06_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -1.4457e-01 06_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -2.7106e+00 06_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -9.0652e-01 06_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     1.2775e-01 06_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -2.9393e+00 07_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     3.1115e+00 07_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -2.7798e+00 07_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -2.9999e+00 07_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.4626e+00 07_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370     6.3269e-01 07_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -2.6263e+00 07_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     2.5356e+00 07_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -2.0644e+00 07_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -9.0330e-01 07_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     8.5856e-01 07_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     6.7538e-01 07_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -3.7724e+00 07_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -4.8648e-01 07_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -2.3727e+00 07_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     9.9198e-01 07_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220     9.8073e-01 07_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -8.9232e-01 07_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     2.0216e+00 07_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220     1.2003e+00 07_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -8.4203e-01 07_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -5.8497e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     7.6297e-01 08_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     2.9600e+00 08_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -1.3676e+00 08_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.5593e-01 08_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370     1.5375e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -5.6715e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     1.0335e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     2.6622e+00 08_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -2.5218e+00 08_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.3101e+00 08_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     2.3926e-01 08_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -5.1353e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -2.1874e+00 08_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370     1.3724e+00 08_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120    -1.0161e-01 08_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -8.7783e-03 08_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370     7.6942e-01 08_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -1.9944e+00 08_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.7212e+00 08_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -6.1310e-01 08_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -8.9405e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220    -2.2905e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     8.3900e-01 09_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -1.1981e+00 09_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.5006e+00 09_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.3195e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -1.1127e+01 09_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -2.3428e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -4.8653e-01 09_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -1.3814e+00 09_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -7.5704e-01 09_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -3.3847e-01 09_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -9.2354e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -3.2332e+00 09_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -1.6924e+00 09_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     1.9361e+00 09_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.3679e+00 09_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -9.3674e-01 09_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     4.5540e+00 09_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220     7.9445e-01 09_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     4.9552e-01 09_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -2.7407e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220    -1.6090e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -4.4357e-01 10_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     1.9707e-01 10_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -2.7167e+00 10_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.8677e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -4.5804e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -1.8253e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -1.9283e+00 10_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -4.2808e+00 10_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     1.4009e-01 10_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     7.9470e-02 10_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -6.5594e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -5.2745e+00 10_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -2.7173e+00 10_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     1.3983e+00 10_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -2.1243e+00 10_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -8.5679e-01 10_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -9.9442e-01 10_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.3342e-01 10_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -2.4461e-01 10_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120     2.2930e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     1.9657e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -3.5545e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     5.2626e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220     2.4986e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.0572e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120     4.1515e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     2.2661e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -1.6269e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120     4.9978e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     3.5897e+00 11_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -9.1641e-01 11_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120     4.0365e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220     3.1047e+00 11_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -2.4523e-01 11_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     4.6580e+00 11_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220     3.3159e+00 11_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370     1.0280e-01 11_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     5.7947e+00 11_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220     3.1062e+00 11_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     1.2631e-01 11_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -5.4223e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     4.2670e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     4.8654e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -1.9860e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.1141e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370     1.7738e-01 12_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -5.0862e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     3.0811e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     3.2318e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -2.3354e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.5779e+00 12_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -8.0692e-01 12_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -9.4744e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -3.9225e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -4.6526e-01 12_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     6.8465e-01 12_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -2.6236e+00 12_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -1.7555e+00 12_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -1.5408e-01 12_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -2.4922e+00 12_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -2.0846e+00 12_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120     2.6923e+00 13_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220    -4.6059e-01 13_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     6.7308e-01 13_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     4.3437e-01 13_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220     2.4373e+00 13_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.0147e+00 13_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120     2.4601e+00 13_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     5.3776e-01 13_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -1.3283e-01 13_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120     5.5604e-02 13_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -4.7644e-01 13_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -3.0223e-01 13_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120     3.9721e-01 13_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -2.5632e+00 13_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -1.4863e+00 13_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120    -1.7036e+00 13_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220     1.4875e-01 13_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -1.0846e+00 13_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -1.5720e+00 13_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -2.1243e+00 13_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -9.5217e-01 13_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -5.2982e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     1.3791e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     1.7647e+00 14_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     2.6269e+00 14_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220     6.2037e-01 14_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370     1.1187e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -6.6254e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     1.4983e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     1.9785e+00 14_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -2.0040e+00 14_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.0153e+00 14_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     3.1316e-01 14_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -5.9232e+00 14_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -8.3072e-01 14_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370     2.2931e+00 14_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     3.0395e+00 14_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.3530e+00 14_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -4.2694e-01 14_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     6.2884e-01 14_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -6.8994e-01 14_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -3.8280e-01 14_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -7.4775e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220    -1.1750e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -4.2482e+00 16_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -3.6308e+00 16_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.8608e+00 16_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.8311e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -6.0633e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -7.7777e-02 16_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -3.3162e+00 16_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -3.5832e+00 16_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -9.5412e-01 16_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -1.8184e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -3.0268e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220     2.1868e-02 16_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -3.0177e+00 16_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     8.8230e-01 16_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -5.2952e-01 16_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370     3.1592e-01 16_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     1.5908e+00 16_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220     8.9047e-01 16_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     1.1690e+00 16_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -2.4476e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     2.9795e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -3.6955e-01 17_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -1.0597e+00 17_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -6.6937e-01 17_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -6.5543e-02 17_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -2.2719e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     3.9416e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     2.4981e-02 17_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -3.0910e-02 17_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     1.5406e+00 17_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -2.2415e-01 17_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -1.1112e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220     2.9415e+00 17_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370     9.0800e-01 17_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     1.6128e+00 17_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.6700e+00 17_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -4.1719e-01 17_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     2.1347e-01 17_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.1755e-01 17_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -5.9510e-01 17_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -6.2660e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     1.0862e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -1.2684e+00 18_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -8.7383e-01 18_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220     8.5279e-01 18_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -1.1175e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -8.7436e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -1.1413e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -2.1662e+00 18_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -7.2911e+00 18_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.6954e+00 18_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -1.9139e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -9.2134e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -5.2450e+00 18_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -3.4580e+00 18_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     1.2925e+00 18_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.3172e-01 18_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370     3.8750e-01 18_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -1.9670e+00 18_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.4481e+00 18_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     3.0843e-01 18_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -4.6011e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220    -4.7239e-01 19_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     1.0330e+00 19_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     9.9275e-01 19_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -1.0162e+00 19_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -2.9266e-01 19_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -7.9010e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220     1.2114e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     1.2923e+00 19_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -5.0556e+00 19_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     1.9284e+00 19_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     1.3299e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -8.4691e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -6.0061e-01 19_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370     8.4907e-01 19_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     8.6557e-01 19_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220     1.0724e+00 19_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370     4.0266e-01 19_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     1.1523e+00 19_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220     1.3491e+00 19_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     1.6635e+00 19_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -2.3390e+00 20_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     4.4089e-01 20_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     2.9743e-01 20_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120     1.8604e+00 20_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220     1.0742e-01 20_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -7.7303e-01 20_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -4.6171e+00 20_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -1.7499e+00 20_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -2.1112e+00 20_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -1.2097e+00 20_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220     5.2009e-01 20_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     5.9247e-01 20_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -5.3049e+00 20_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -2.8996e+00 20_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -2.4264e+00 20_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     2.4713e+00 20_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -2.7290e-01 20_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -7.7318e-01 20_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120     6.8964e-01 20_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.7610e-01 20_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370     2.7462e-02 20_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -1.0534e+01 21_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     1.5642e+00 21_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370    -3.8312e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -2.8719e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -2.0920e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370    -8.7724e-01 21_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -1.2117e+01 21_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -1.7405e+00 21_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370    -2.3904e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -6.1437e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -1.4545e+00 21_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370     1.1255e+00 21_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -9.1390e+00 21_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -4.6673e+00 21_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -3.8638e-02 21_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     2.7814e-01 21_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.4885e+00 21_TWfourc.avr
  Subjects2021        TWfourc             M1     +310..+370    -3.8767e-01 21_TWfourc.avr
  Subjects2021        TWfourc             M2     +100..+120    -1.1271e+00 21_TWfourc.avr
  Subjects2021        TWfourc             M2     +180..+220    -1.5109e+00 21_TWfourc.avr
  Subjects2021        TWfourc             M2     +310..+370    -1.7626e-02 21_TWfourc.avr
  Subjects2021        TWfourc             Fz     +100..+120    -1.5002e+00 22_TWfourc.avr
  Subjects2021        TWfourc             Fz     +180..+220     1.4604e+00 22_TWfourc.avr
  Subjects2021        TWfourc             Fz     +310..+370     4.8213e-01 22_TWfourc.avr
  Subjects2021        TWfourc             T7     +100..+120    -6.7996e-02 22_TWfourc.avr
  Subjects2021        TWfourc             T7     +180..+220    -5.4353e-01 22_TWfourc.avr
  Subjects2021        TWfourc             T7     +310..+370     4.6787e-01 22_TWfourc.avr
  Subjects2021        TWfourc             Cz     +100..+120    -1.6672e+00 22_TWfourc.avr
  Subjects2021        TWfourc             Cz     +180..+220    -5.5223e-01 22_TWfourc.avr
  Subjects2021        TWfourc             Cz     +310..+370     5.1076e-01 22_TWfourc.avr
  Subjects2021        TWfourc             T8     +100..+120    -1.8569e+00 22_TWfourc.avr
  Subjects2021        TWfourc             T8     +180..+220    -9.3339e-01 22_TWfourc.avr
  Subjects2021        TWfourc             T8     +310..+370    -1.2239e-01 22_TWfourc.avr
  Subjects2021        TWfourc             Pz     +100..+120    -2.1544e+00 22_TWfourc.avr
  Subjects2021        TWfourc             Pz     +180..+220    -3.0160e+00 22_TWfourc.avr
  Subjects2021        TWfourc             Pz     +310..+370    -7.5105e-02 22_TWfourc.avr
  Subjects2021        TWfourc             M1     +100..+120     2.4982e-01 22_TWfourc.avr
  Subjects2021        TWfourc             M1     +180..+220    -1.6879e+00 22_TWfourc.avr
